ARABIC Calender,Date,USD rate,Location,type,Price(retail),MIN,MAX
22/2/1443,9/29/2021,85.53,বাগেরহাট সদর,পেঁয়াজ - দেশী,40.00-42.00,40,42
22/2/1443,9/29/2021,85.53,চুয়াডাঙ্গা সদর,পেঁয়াজ - দেশী,40.00-45.00,40,45
22/2/1443,9/29/2021,85.53,যশোর সদর,পেঁয়াজ - দেশী,40.00-42.00,40,42
22/2/1443,9/29/2021,85.53,খুলনা সদর,পেঁয়াজ - দেশী,40.00-42.00,40,42
22/2/1443,9/29/2021,85.53,কুষ্টিয়া সদর,পেঁয়াজ - দেশী,40.00-48.00,40,48
22/2/1443,9/29/2021,85.53,মাগুরা সদর,পেঁয়াজ - দেশী,38.00-40.00,38,40
22/2/1443,9/29/2021,85.53,মেহেরপুর সদর,পেঁয়াজ - দেশী,40.00-43.00,40,43
22/2/1443,9/29/2021,85.53,নড়াইল সদর,পেঁয়াজ - দেশী,45.00-48.00,45,48
22/2/1443,9/29/2021,85.53,সাতক্ষিরা সদর,পেঁয়াজ - দেশী,42.00-45.00,42,45
22/2/1443,9/29/2021,85.53,বগুড়া সদর,পেঁয়াজ - দেশী,40.00-42.00,40,42
22/2/1443,9/29/2021,85.53,দিনাজপুর সদর,পেঁয়াজ - দেশী,38.00-40.00,38,40
22/2/1443,9/29/2021,85.53,গাইবান্ধা সদর,পেঁয়াজ - দেশী,40.00-42.00,40,42
22/2/1443,9/29/2021,85.53,জয়পুরহাট সদর,পেঁয়াজ - দেশী,43.00-45.00,43,45
22/2/1443,9/29/2021,85.53,কুড়িগ্রাম সদর,পেঁয়াজ - দেশী,38.00-40.00,38,40
22/2/1443,9/29/2021,85.53,লালমনিরহাট সদর,পেঁয়াজ - দেশী,42.00-45.00,42,45
22/2/1443,9/29/2021,85.53,নওগাঁ সদর,পেঁয়াজ - দেশী,43.00-45.00,43,45
22/2/1443,9/29/2021,85.53,নবাবগঞ্জ সদর,পেঁয়াজ - দেশী,40.00-42.00,40,42
22/2/1443,9/29/2021,85.53,নীলফামারী সদর,পেঁয়াজ - দেশী,44.00-45.00,44,45
22/2/1443,9/29/2021,85.53,পাবনা সদর,পেঁয়াজ - দেশী,38.00-40.00,38,40
22/2/1443,9/29/2021,85.53,পঞ্চগ্রাম সদর,পেঁয়াজ - দেশী,40.00-42.00,40,42
22/2/1443,9/29/2021,85.53,রংপুর মিউনিসিপ্যালিটি মার্কেট,পেঁয়াজ - দেশী,44.00-45.00,44,45
22/2/1443,9/29/2021,85.53,সিরাজগঞ্জ সদর,পেঁয়াজ - দেশী,41.00-42.00,41,42
22/2/1443,9/29/2021,85.53,বরগুনা সদর,পেঁয়াজ - দেশী,45.00-46.00,45,46
22/2/1443,9/29/2021,85.53,বরিশাল সদর,পেঁয়াজ - দেশী,41.00-42.00,41,42
22/2/1443,9/29/2021,85.53,ভোলা সদর,পেঁয়াজ - দেশী,44.00-46.00,44,46
22/2/1443,9/29/2021,85.53,পটুয়াখালি সদর,পেঁয়াজ - দেশী,45.00-46.00,45,46
22/2/1443,9/29/2021,85.53,বান্দরবান সদর,পেঁয়াজ - দেশী,45.00-52.00,45,52
22/2/1443,9/29/2021,85.53,ব্রাহ্মণবাড়িয়া সদর,পেঁয়াজ - দেশী,38.00-40.00,38,40
22/2/1443,9/29/2021,85.53,চাঁদপুর সদর,পেঁয়াজ - দেশী,40.00-45.00,40,45
22/2/1443,9/29/2021,85.53,চট্টগ্রাম সদর,পেঁয়াজ - দেশী,45.00-50.00,45,50
22/2/1443,9/29/2021,85.53,কক্সবাজার সদর,পেঁয়াজ - দেশী,42.00-45.00,42,45
22/2/1443,9/29/2021,85.53,ফেনী সদর,পেঁয়াজ - দেশী,42.00-43.00,42,43
22/2/1443,9/29/2021,85.53,খাগড়াছড়ি সদর,পেঁয়াজ - দেশী,40.00-45.00,40,45
22/2/1443,9/29/2021,85.53,নোয়াখালি সদর,পেঁয়াজ - দেশী,40.00-42.00,40,42
22/2/1443,9/29/2021,85.53,রাঙ্গামাটি সদর,পেঁয়াজ - দেশী,44.00-45.00,44,45
22/2/1443,9/29/2021,85.53,হবিগঞ্জ সদর,পেঁয়াজ - দেশী,40.00-45.00,40,45
22/2/1443,9/29/2021,85.53,মৌলভিবাজার সদর,পেঁয়াজ - দেশী,40.00-42.00,40,42
22/2/1443,9/29/2021,85.53,সিলেট সদর,পেঁয়াজ - দেশী,40.00-45.00,40,45
22/2/1443,9/29/2021,85.53,টাংগাইল সদর বাজার,পেঁয়াজ - দেশী,41.00-42.00,41,42
22/2/1443,9/29/2021,85.53,ঢাকা সদর,পেঁয়াজ - আমদানিকৃত,36.00-38.00,36,38
22/2/1443,9/29/2021,85.53,গাজীপুর সদর,পেঁয়াজ - আমদানিকৃত,38.00-42.00,38,42
22/2/1443,9/29/2021,85.53,শেরপুর সদর,পেঁয়াজ - আমদানিকৃত,35.00-36.00,35,36
22/2/1443,9/29/2021,85.53,ময়মনসিংহ সদর,পেঁয়াজ - আমদানিকৃত,36.00-38.00,36,38
22/2/1443,9/29/2021,85.53,নরসিংদী সদর,পেঁয়াজ - আমদানিকৃত,36.00-40.00,36,40
22/2/1443,9/29/2021,85.53,মানিকগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,30.00-32.00,30,32
22/2/1443,9/29/2021,85.53,মুনশিগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,36.00-38.00,36,38
22/2/1443,9/29/2021,85.53,জামালপুর সদর,পেঁয়াজ - আমদানিকৃত,40.00-42.00,40,42
22/2/1443,9/29/2021,85.53,নেত্রকোনা সদর,পেঁয়াজ - আমদানিকৃত,36.00-40.00,36,40
22/2/1443,9/29/2021,85.53,কিশোরগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,36.00-37.00,36,37
22/2/1443,9/29/2021,85.53,গোপালগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,38.00-40.00,38,40
22/2/1443,9/29/2021,85.53,বাগেরহাট সদর,পেঁয়াজ - আমদানিকৃত,38.00-40.00,38,40
22/2/1443,9/29/2021,85.53,চুয়াডাঙ্গা সদর,পেঁয়াজ - আমদানিকৃত,38.00-40.00,38,40
22/2/1443,9/29/2021,85.53,ঝিনাইদহ সদর,পেঁয়াজ - আমদানিকৃত,40.00-45.00,40,45
22/2/1443,9/29/2021,85.53,মাগুরা সদর,পেঁয়াজ - আমদানিকৃত,36.00-38.00,36,38
22/2/1443,9/29/2021,85.53,মেহেরপুর সদর,পেঁয়াজ - আমদানিকৃত,38.00-40.00,38,40
22/2/1443,9/29/2021,85.53,নড়াইল সদর,পেঁয়াজ - আমদানিকৃত,40.00-45.00,40,45
22/2/1443,9/29/2021,85.53,লালমনিরহাট সদর,পেঁয়াজ - আমদানিকৃত,32.00-35.00,32,35
22/2/1443,9/29/2021,85.53,নাটোর সদর,পেঁয়াজ - আমদানিকৃত,32.00-35.00,32,35
22/2/1443,9/29/2021,85.53,নবাবগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,35.00-36.00,35,36
22/2/1443,9/29/2021,85.53,রাজশাহী সদর,পেঁয়াজ - আমদানিকৃত,40.00-42.00,40,42
22/2/1443,9/29/2021,85.53,রংপুর মিউনিসিপ্যালিটি মার্কেট,পেঁয়াজ - আমদানিকৃত,40.00-41.00,40,41
22/2/1443,9/29/2021,85.53,সিরাজগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,38.00-43.00,38,43
22/2/1443,9/29/2021,85.53,বরগুনা সদর,পেঁয়াজ - আমদানিকৃত,42.00-44.00,42,44
22/2/1443,9/29/2021,85.53,পটুয়াখালি সদর,পেঁয়াজ - আমদানিকৃত,38.00-40.00,38,40
22/2/1443,9/29/2021,85.53,পিরোজপুর সদর,পেঁয়াজ - আমদানিকৃত,38.00-40.00,38,40
22/2/1443,9/29/2021,85.53,বান্দরবান সদর,পেঁয়াজ - আমদানিকৃত,3৯.00-40.00,3৯.00,40
22/2/1443,9/29/2021,85.53,ব্রাহ্মণবাড়িয়া সদর,পেঁয়াজ - আমদানিকৃত,37.00-38.00,37,38
22/2/1443,9/29/2021,85.53,চট্টগ্রাম সদর,পেঁয়াজ - আমদানিকৃত,40.00-42.00,40,42
22/2/1443,9/29/2021,85.53,ফেনী সদর,পেঁয়াজ - আমদানিকৃত,41.00-42.00,41,42
22/2/1443,9/29/2021,85.53,খাগড়াছড়ি সদর,পেঁয়াজ - আমদানিকৃত,32.00-34.00,32,34
22/2/1443,9/29/2021,85.53,রাঙ্গামাটি সদর,পেঁয়াজ - আমদানিকৃত,37.00-3৯.00,37,3৯.00
22/2/1443,9/29/2021,85.53,মৌলভিবাজার সদর,পেঁয়াজ - আমদানিকৃত,44.00-45.00,44,45
22/2/1443,9/29/2021,85.53,সিলেট সদর,পেঁয়াজ - আমদানিকৃত,32.00-35.00,32,35
15/2/1443,9/22/2021,85.23,মানিকগঞ্জ সদর,পেঁয়াজ (নতুন),45.00-48.00,45,48
15/2/1443,9/22/2021,85.23,ফরিদপুর সদর,পেঁয়াজ (নতুন),42.00-44.00,42,44
15/2/1443,9/22/2021,85.23,শরিয়তপুর সদর,পেঁয়াজ (নতুন),40.00-45.00,40,45
15/2/1443,9/22/2021,85.23,নাটোর সদর,পেঁয়াজ (নতুন),40.00-42.00,40,42
15/2/1443,9/22/2021,85.23,ঝালকাঠি সদর,পেঁয়াজ (নতুন),42.00-44.00,42,44
15/2/1443,9/22/2021,85.23,কুমিল্লা সদর,পেঁয়াজ (নতুন),40.00-45.00,40,45
15/2/1443,9/22/2021,85.23,লক্ষ্মীপুর সদর,পেঁয়াজ (নতুন),38.00-40.00,38,40
15/2/1443,9/22/2021,85.23,সিলেট সদর,পেঁয়াজ (নতুন),40.00-42.00,40,42
15/2/1443,9/22/2021,85.23,ঢাকা সদর,পেঁয়াজ - দেশী,40.00-44.00,40,44
15/2/1443,9/22/2021,85.23,গাজীপুর সদর,পেঁয়াজ - দেশী,40.00-45.00,40,45
15/2/1443,9/22/2021,85.23,শেরপুর সদর,পেঁয়াজ - দেশী,45.00-46.00,45,46
15/2/1443,9/22/2021,85.23,ময়মনসিংহ সদর,পেঁয়াজ - দেশী,38.00-40.00,38,40
15/2/1443,9/22/2021,85.23,নরসিংদী সদর,পেঁয়াজ - দেশী,48.00-50.00,48,50
15/2/1443,9/22/2021,85.23,মুনশিগঞ্জ সদর,পেঁয়াজ - দেশী,40.00-42.00,40,42
15/2/1443,9/22/2021,85.23,নেত্রকোনা সদর,পেঁয়াজ - দেশী,45.00-48.00,45,48
15/2/1443,9/22/2021,85.23,কিশোরগঞ্জ সদর,পেঁয়াজ - দেশী,41.00-42.00,41,42
15/2/1443,9/22/2021,85.23,মাদারিপুর সদর,পেঁয়াজ - দেশী,40.00-42.00,40,42
15/2/1443,9/22/2021,85.23,রাজবাড়ী সদর,পেঁয়াজ - দেশী,40.00-42.00,40,42
15/2/1443,9/22/2021,85.23,গোপালগঞ্জ সদর,পেঁয়াজ - দেশী,3৯.00-40.00,3৯.00,40
15/2/1443,9/22/2021,85.23,নারায়ণগঞ্জ সদর,পেঁয়াজ - দেশী,40.00-45.00,40,45
15/2/1443,9/22/2021,85.23,বাগেরহাট সদর,পেঁয়াজ - দেশী,40.00-42.00,40,42
15/2/1443,9/22/2021,85.23,চুয়াডাঙ্গা সদর,পেঁয়াজ - দেশী,38.00-42.00,38,42
15/2/1443,9/22/2021,85.23,যশোর সদর,পেঁয়াজ - দেশী,40.00-42.00,40,42
15/2/1443,9/22/2021,85.23,খুলনা সদর,পেঁয়াজ - দেশী,40.00-42.00,40,42
15/2/1443,9/22/2021,85.23,কুষ্টিয়া সদর,পেঁয়াজ - দেশী,40.00-45.00,40,45
15/2/1443,9/22/2021,85.23,মাগুরা সদর,পেঁয়াজ - দেশী,38.00-40.00,38,40
15/2/1443,9/22/2021,85.23,মেহেরপুর সদর,পেঁয়াজ - দেশী,40.00-43.00,40,43
15/2/1443,9/22/2021,85.23,নড়াইল সদর,পেঁয়াজ - দেশী,45.00-48.00,45,48
15/2/1443,9/22/2021,85.23,সাতক্ষিরা সদর,পেঁয়াজ - দেশী,38.00-40.00,38,40
15/2/1443,9/22/2021,85.23,বগুড়া সদর,পেঁয়াজ - দেশী,38.00-40.00,38,40
15/2/1443,9/22/2021,85.23,দিনাজপুর সদর,পেঁয়াজ - দেশী,38.00-40.00,38,40
15/2/1443,9/22/2021,85.23,গাইবান্ধা সদর,পেঁয়াজ - দেশী,40.00-42.00,40,42
15/2/1443,9/22/2021,85.23,জয়পুরহাট সদর,পেঁয়াজ - দেশী,43.00-45.00,43,45
15/2/1443,9/22/2021,85.23,কুড়িগ্রাম সদর,পেঁয়াজ - দেশী,38.00-40.00,38,40
15/2/1443,9/22/2021,85.23,লালমনিরহাট সদর,পেঁয়াজ - দেশী,40.00-44.00,40,44
15/2/1443,9/22/2021,85.23,নওগাঁ সদর,পেঁয়াজ - দেশী,40.00-45.00,40,45
15/2/1443,9/22/2021,85.23,নবাবগঞ্জ সদর,পেঁয়াজ - দেশী,35.00-36.00,35,36
15/2/1443,9/22/2021,85.23,নীলফামারী সদর,পেঁয়াজ - দেশী,42.00-44.00,42,44
15/2/1443,9/22/2021,85.23,পাবনা সদর,পেঁয়াজ - দেশী,37.00-38.00,37,38
15/2/1443,9/22/2021,85.23,পঞ্চগ্রাম সদর,পেঁয়াজ - দেশী,40.00-42.00,40,42
15/2/1443,9/22/2021,85.23,রংপুর মিউনিসিপ্যালিটি মার্কেট,পেঁয়াজ - দেশী,44.00-45.00,44,45
15/2/1443,9/22/2021,85.23,সিরাজগঞ্জ সদর,পেঁয়াজ - দেশী,40.00-41.00,40,41
15/2/1443,9/22/2021,85.23,বরগুনা সদর,পেঁয়াজ - দেশী,42.00-44.00,42,44
15/2/1443,9/22/2021,85.23,বরিশাল সদর,পেঁয়াজ - দেশী,41.00-42.00,41,42
15/2/1443,9/22/2021,85.23,ভোলা সদর,পেঁয়াজ - দেশী,42.00-45.00,42,45
15/2/1443,9/22/2021,85.23,পটুয়াখালি সদর,পেঁয়াজ - দেশী,45.00-46.00,45,46
15/2/1443,9/22/2021,85.23,বান্দরবান সদর,পেঁয়াজ - দেশী,45.00-52.00,45,52
15/2/1443,9/22/2021,85.23,ব্রাহ্মণবাড়িয়া সদর,পেঁয়াজ - দেশী,38.00-40.00,38,40
15/2/1443,9/22/2021,85.23,চাঁদপুর সদর,পেঁয়াজ - দেশী,40.00-45.00,40,45
15/2/1443,9/22/2021,85.23,চট্টগ্রাম সদর,পেঁয়াজ - দেশী,40.00-42.00,40,42
15/2/1443,9/22/2021,85.23,কক্সবাজার সদর,পেঁয়াজ - দেশী,42.00-45.00,42,45
15/2/1443,9/22/2021,85.23,ফেনী সদর,পেঁয়াজ - দেশী,40.00-42.00,40,42
15/2/1443,9/22/2021,85.23,খাগড়াছড়ি সদর,পেঁয়াজ - দেশী,40.00-45.00,40,45
15/2/1443,9/22/2021,85.23,নোয়াখালি সদর,পেঁয়াজ - দেশী,40.00-42.00,40,42
15/2/1443,9/22/2021,85.23,রাঙ্গামাটি সদর,পেঁয়াজ - দেশী,40.00-42.00,40,42
15/2/1443,9/22/2021,85.23,হবিগঞ্জ সদর,পেঁয়াজ - দেশী,40.00-45.00,40,45
15/2/1443,9/22/2021,85.23,মৌলভিবাজার সদর,পেঁয়াজ - দেশী,40.00-42.00,40,42
15/2/1443,9/22/2021,85.23,সুনামগঞ্জ সদর,পেঁয়াজ - দেশী,40.00-42.00,40,42
15/2/1443,9/22/2021,85.23,টাংগাইল সদর বাজার,পেঁয়াজ - দেশী,40.00-45.00,40,45
15/2/1443,9/22/2021,85.23,ঢাকা সদর,পেঁয়াজ - আমদানিকৃত,32.00-35.00,32,35
15/2/1443,9/22/2021,85.23,গাজীপুর সদর,পেঁয়াজ - আমদানিকৃত,38.00-40.00,38,40
15/2/1443,9/22/2021,85.23,শেরপুর সদর,পেঁয়াজ - আমদানিকৃত,30.00-32.00,30,32
15/2/1443,9/22/2021,85.23,ময়মনসিংহ সদর,পেঁয়াজ - আমদানিকৃত,30.00-32.00,30,32
15/2/1443,9/22/2021,85.23,নরসিংদী সদর,পেঁয়াজ - আমদানিকৃত,36.00-40.00,36,40
15/2/1443,9/22/2021,85.23,মানিকগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,30.00-32.00,30,32
15/2/1443,9/22/2021,85.23,মুনশিগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,32.00-34.00,32,34
15/2/1443,9/22/2021,85.23,জামালপুর সদর,পেঁয়াজ - আমদানিকৃত,40.00-42.00,40,42
15/2/1443,9/22/2021,85.23,নেত্রকোনা সদর,পেঁয়াজ - আমদানিকৃত,32.00-36.00,32,36
15/2/1443,9/22/2021,85.23,কিশোরগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,35.00-36.00,35,36
15/2/1443,9/22/2021,85.23,গোপালগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,38.00-40.00,38,40
15/2/1443,9/22/2021,85.23,বাগেরহাট সদর,পেঁয়াজ - আমদানিকৃত,34.00-35.00,34,35
15/2/1443,9/22/2021,85.23,চুয়াডাঙ্গা সদর,পেঁয়াজ - আমদানিকৃত,34.00-36.00,34,36
15/2/1443,9/22/2021,85.23,ঝিনাইদহ সদর,পেঁয়াজ - আমদানিকৃত,40.00-45.00,40,45
15/2/1443,9/22/2021,85.23,মাগুরা সদর,পেঁয়াজ - আমদানিকৃত,36.00-38.00,36,38
15/2/1443,9/22/2021,85.23,মেহেরপুর সদর,পেঁয়াজ - আমদানিকৃত,38.00-40.00,38,40
15/2/1443,9/22/2021,85.23,নড়াইল সদর,পেঁয়াজ - আমদানিকৃত,40.00-45.00,40,45
15/2/1443,9/22/2021,85.23,লালমনিরহাট সদর,পেঁয়াজ - আমদানিকৃত,30.00-32.00,30,32
15/2/1443,9/22/2021,85.23,নাটোর সদর,পেঁয়াজ - আমদানিকৃত,30.00-32.00,30,32
15/2/1443,9/22/2021,85.23,নবাবগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,30.00-32.00,30,32
15/2/1443,9/22/2021,85.23,রাজশাহী সদর,পেঁয়াজ - আমদানিকৃত,38.00-40.00,38,40
15/2/1443,9/22/2021,85.23,রংপুর মিউনিসিপ্যালিটি মার্কেট,পেঁয়াজ - আমদানিকৃত,40.00-41.00,40,41
15/2/1443,9/22/2021,85.23,সিরাজগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,33.00-38.00,33,38
15/2/1443,9/22/2021,85.23,বরগুনা সদর,পেঁয়াজ - আমদানিকৃত,38.00-40.00,38,40
15/2/1443,9/22/2021,85.23,পটুয়াখালি সদর,পেঁয়াজ - আমদানিকৃত,38.00-40.00,38,40
15/2/1443,9/22/2021,85.23,পিরোজপুর সদর,পেঁয়াজ - আমদানিকৃত,35.00-38.00,35,38
15/2/1443,9/22/2021,85.23,বান্দরবান সদর,পেঁয়াজ - আমদানিকৃত,38.00-40.00,38,40
15/2/1443,9/22/2021,85.23,ব্রাহ্মণবাড়িয়া সদর,পেঁয়াজ - আমদানিকৃত,37.00-38.00,37,38
15/2/1443,9/22/2021,85.23,চট্টগ্রাম সদর,পেঁয়াজ - আমদানিকৃত,36.00-40.00,36,40
15/2/1443,9/22/2021,85.23,ফেনী সদর,পেঁয়াজ - আমদানিকৃত,3৯.00-40.00,3৯.00,40
15/2/1443,9/22/2021,85.23,খাগড়াছড়ি সদর,পেঁয়াজ - আমদানিকৃত,28.00-32.00,28,32
15/2/1443,9/22/2021,85.23,রাঙ্গামাটি সদর,পেঁয়াজ - আমদানিকৃত,38.00-40.00,38,40
15/2/1443,9/22/2021,85.23,মৌলভিবাজার সদর,পেঁয়াজ - আমদানিকৃত,35.00-38.00,35,38
15/2/1443,9/22/2021,85.23,সুনামগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,44.00-45.00,44,45
15/2/1443,9/22/2021,85.23,টাংগাইল সদর বাজার,পেঁয়াজ - আমদানিকৃত,32.00-35.00,32,35
8/2/1443,9/15/2021,85.11,মানিকগঞ্জ সদর,পেঁয়াজ (নতুন),45.00-48.00,45,48
8/2/1443,9/15/2021,85.11,ফরিদপুর সদর,পেঁয়াজ (নতুন),42.00-44.00,42,44
8/2/1443,9/15/2021,85.11,শরিয়তপুর সদর,পেঁয়াজ (নতুন),40.00-45.00,40,45
8/2/1443,9/15/2021,85.11,নাটোর সদর,পেঁয়াজ (নতুন),40.00-42.00,40,42
8/2/1443,9/15/2021,85.11,ঝালকাঠি সদর,পেঁয়াজ (নতুন),44.00-46.00,44,46
8/2/1443,9/15/2021,85.11,কুমিল্লা সদর,পেঁয়াজ (নতুন),40.00-44.00,40,44
8/2/1443,9/15/2021,85.11,লক্ষ্মীপুর সদর,পেঁয়াজ (নতুন),38.00-40.00,38,40
8/2/1443,9/15/2021,85.11,সুনামগঞ্জ সদর,পেঁয়াজ (নতুন),40.00-42.00,40,42
8/2/1443,9/15/2021,85.11,ঢাকা সদর,পেঁয়াজ - দেশী,40.00-44.00,40,44
8/2/1443,9/15/2021,85.11,গাজীপুর সদর,পেঁয়াজ - দেশী,40.00-45.00,40,45
8/2/1443,9/15/2021,85.11,শেরপুর সদর,পেঁয়াজ - দেশী,46.00-48.00,46,48
8/2/1443,9/15/2021,85.11,ময়মনসিংহ সদর,পেঁয়াজ - দেশী,38.00-40.00,38,40
8/2/1443,9/15/2021,85.11,নরসিংদী সদর,পেঁয়াজ - দেশী,48.00-50.00,48,50
8/2/1443,9/15/2021,85.11,মুনশিগঞ্জ সদর,পেঁয়াজ - দেশী,40.00-42.00,40,42
8/2/1443,9/15/2021,85.11,নেত্রকোনা সদর,পেঁয়াজ - দেশী,45.00-50.00,45,50
8/2/1443,9/15/2021,85.11,কিশোরগঞ্জ সদর,পেঁয়াজ - দেশী,40.00-41.00,40,41
8/2/1443,9/15/2021,85.11,মাদারিপুর সদর,পেঁয়াজ - দেশী,40.00-42.00,40,42
8/2/1443,9/15/2021,85.11,রাজবাড়ী সদর,পেঁয়াজ - দেশী,40.00-42.00,40,42
8/2/1443,9/15/2021,85.11,গোপালগঞ্জ সদর,পেঁয়াজ - দেশী,3৯.00-40.00,3৯.00,40
8/2/1443,9/15/2021,85.11,নারায়ণগঞ্জ সদর,পেঁয়াজ - দেশী,40.00-45.00,40,45
8/2/1443,9/15/2021,85.11,বাগেরহাট সদর,পেঁয়াজ - দেশী,38.00-40.00,38,40
8/2/1443,9/15/2021,85.11,চুয়াডাঙ্গা সদর,পেঁয়াজ - দেশী,38.00-42.00,38,42
8/2/1443,9/15/2021,85.11,যশোর সদর,পেঁয়াজ - দেশী,40.00-42.00,40,42
8/2/1443,9/15/2021,85.11,খুলনা সদর,পেঁয়াজ - দেশী,40.00-42.00,40,42
8/2/1443,9/15/2021,85.11,কুষ্টিয়া সদর,পেঁয়াজ - দেশী,40.00-45.00,40,45
8/2/1443,9/15/2021,85.11,মাগুরা সদর,পেঁয়াজ - দেশী,40.00-42.00,40,42
8/2/1443,9/15/2021,85.11,মেহেরপুর সদর,পেঁয়াজ - দেশী,44.00-46.00,44,46
8/2/1443,9/15/2021,85.11,নড়াইল সদর,পেঁয়াজ - দেশী,45.00-50.00,45,50
8/2/1443,9/15/2021,85.11,সাতক্ষিরা সদর,পেঁয়াজ - দেশী,38.00-40.00,38,40
8/2/1443,9/15/2021,85.11,বগুড়া সদর,পেঁয়াজ - দেশী,38.00-40.00,38,40
8/2/1443,9/15/2021,85.11,দিনাজপুর সদর,পেঁয়াজ - দেশী,38.00-40.00,38,40
8/2/1443,9/15/2021,85.11,গাইবান্ধা সদর,পেঁয়াজ - দেশী,40.00-42.00,40,42
8/2/1443,9/15/2021,85.11,জয়পুরহাট সদর,পেঁয়াজ - দেশী,43.00-45.00,43,45
8/2/1443,9/15/2021,85.11,কুড়িগ্রাম সদর,পেঁয়াজ - দেশী,38.00-40.00,38,40
8/2/1443,9/15/2021,85.11,লালমনিরহাট সদর,পেঁয়াজ - দেশী,40.00-44.00,40,44
8/2/1443,9/15/2021,85.11,নওগাঁ সদর,পেঁয়াজ - দেশী,40.00-44.00,40,44
8/2/1443,9/15/2021,85.11,নবাবগঞ্জ সদর,পেঁয়াজ - দেশী,40.00-42.00,40,42
8/2/1443,9/15/2021,85.11,নীলফামারী সদর,পেঁয়াজ - দেশী,42.00-44.00,42,44
8/2/1443,9/15/2021,85.11,পাবনা সদর,পেঁয়াজ - দেশী,38.00-40.00,38,40
8/2/1443,9/15/2021,85.11,পঞ্চগ্রাম সদর,পেঁয়াজ - দেশী,40.00-42.00,40,42
8/2/1443,9/15/2021,85.11,রংপুর মিউনিসিপ্যালিটি মার্কেট,পেঁয়াজ - দেশী,42.00-44.00,42,44
8/2/1443,9/15/2021,85.11,সিরাজগঞ্জ সদর,পেঁয়াজ - দেশী,38.00-40.00,38,40
8/2/1443,9/15/2021,85.11,বরগুনা সদর,পেঁয়াজ - দেশী,40.00-42.00,40,42
8/2/1443,9/15/2021,85.11,বরিশাল সদর,পেঁয়াজ - দেশী,41.00-42.00,41,42
8/2/1443,9/15/2021,85.11,ভোলা সদর,পেঁয়াজ - দেশী,42.00-45.00,42,45
8/2/1443,9/15/2021,85.11,পটুয়াখালি সদর,পেঁয়াজ - দেশী,45.00-46.00,45,46
8/2/1443,9/15/2021,85.11,বান্দরবান সদর,পেঁয়াজ - দেশী,40.00-50.00,40,50
8/2/1443,9/15/2021,85.11,ব্রাহ্মণবাড়িয়া সদর,পেঁয়াজ - দেশী,40.00-42.00,40,42
8/2/1443,9/15/2021,85.11,চাঁদপুর সদর,পেঁয়াজ - দেশী,40.00-45.00,40,45
8/2/1443,9/15/2021,85.11,চট্টগ্রাম সদর,পেঁয়াজ - দেশী,40.00-42.00,40,42
8/2/1443,9/15/2021,85.11,কক্সবাজার সদর,পেঁয়াজ - দেশী,38.00-40.00,38,40
8/2/1443,9/15/2021,85.11,ফেনী সদর,পেঁয়াজ - দেশী,40.00-42.00,40,42
8/2/1443,9/15/2021,85.11,খাগড়াছড়ি সদর,পেঁয়াজ - দেশী,40.00-45.00,40,45
8/2/1443,9/15/2021,85.11,নোয়াখালি সদর,পেঁয়াজ - দেশী,38.00-40.00,38,40
8/2/1443,9/15/2021,85.11,রাঙ্গামাটি সদর,পেঁয়াজ - দেশী,44.00-45.00,44,45
8/2/1443,9/15/2021,85.11,হবিগঞ্জ সদর,পেঁয়াজ - দেশী,40.00-45.00,40,45
8/2/1443,9/15/2021,85.11,মৌলভিবাজার সদর,পেঁয়াজ - দেশী,40.00-42.00,40,42
8/2/1443,9/15/2021,85.11,সিলেট সদর,পেঁয়াজ - দেশী,45.00-50.00,45,50
8/2/1443,9/15/2021,85.11,টাংগাইল সদর বাজার,পেঁয়াজ - দেশী,40.00-41.00,40,41
8/2/1443,9/15/2021,85.11,ঢাকা সদর,পেঁয়াজ - আমদানিকৃত,32.00-34.00,32,34
8/2/1443,9/15/2021,85.11,গাজীপুর সদর,পেঁয়াজ - আমদানিকৃত,35.00-40.00,35,40
8/2/1443,9/15/2021,85.11,শেরপুর সদর,পেঁয়াজ - আমদানিকৃত,32.00-35.00,32,35
8/2/1443,9/15/2021,85.11,ময়মনসিংহ সদর,পেঁয়াজ - আমদানিকৃত,34.00-35.00,34,35
8/2/1443,9/15/2021,85.11,নরসিংদী সদর,পেঁয়াজ - আমদানিকৃত,36.00-40.00,36,40
8/2/1443,9/15/2021,85.11,মানিকগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,34.00-35.00,34,35
8/2/1443,9/15/2021,85.11,মুনশিগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,35.00-36.00,35,36
